"name","state","district","category","description","address","latitude","longitude","estimated_cost","opening_hours","image_url","is_active","visit_duration_min","festival_start_date","festival_end_date","halal_status","is_outdoor","best_time_to_visit","dress_code_required","website_url","phone_number","avg_rating","rating"
"MASJID JAMEK SULTAN ABDUL HALIM","Kedah","Pendang","heritage","MASJID JAMEK SULTAN ABDUL HALIM is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around Kubur Panjang, 06400 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.5/5 from about 114 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kubur Panjang, 06400 Pendang, Kedah, Malaysia","6.0857133","100.5530066","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_masjid_jamek_sultan_abdul_halim_kedah_pendang_7db56cf9df.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=2784009901649757327","","4.50","4.50"
"Masjid Jamek Tuan Guru Haji Abdul Aziz","Kedah","Pendang","heritage","Masjid Jamek Tuan Guru Haji Abdul Aziz is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around K128, Kampung Banggol Besi, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 178 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","K128, Kampung Banggol Besi, 06700 Pendang, Kedah, Malaysia","5.9933304","100.4782813","0.00","","uploads/places/google_bulk_masjid_jamek_tuan_guru_haji_abdul_aziz_kedah_pendang_eb2913dfa5.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=12040183173099352029","","4.60","4.60"
"Masjid Sultanah Haminah","Kedah","Pendang","heritage","Masjid Sultanah Haminah is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Banggol Besi, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 39 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Banggol Besi, 06700 Pendang, Kedah, Malaysia","6.016171","100.479514","0.00","","uploads/places/google_bulk_masjid_sultanah_haminah_kedah_pendang_7cb2557d8f.jpg","1","90","","","","0","Morning or afternoon","1","https://www.facebook.com/pages/Masjid-Sultanah-Haminah/351830268697169","","4.60","4.60"
"Arulmigu Sri Mahamariamman Devasthanam Ladang Bukit Jenun","Kedah","Pendang","heritage","Arulmigu Sri Mahamariamman Devasthanam Ladang Bukit Jenun is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around Unnamed Road, Kampung Kilang Besar, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 5.0/5 from about 1 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Unnamed Road, Kampung Kilang Besar, 06700 Pendang, Kedah, Malaysia","5.9038716","100.4926085","0.00","","uploads/places/google_bulk_arulmigu_sri_mahamariamman_devasthanam_ladang_bukit_jenun_kedah_pendang_bc48c4f9ae.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=11949939876056982089","","5.00","5.00"
"Masjid Cherok Keladi","Kedah","Pendang","heritage","Masjid Cherok Keladi is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around Kampung Cherok Keladi, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.8/5 from about 13 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Kampung Cherok Keladi, 06700 Pendang, Kedah, Malaysia","5.9831137","100.5315948","0.00","","uploads/places/google_bulk_masjid_cherok_keladi_kedah_pendang_7ed7a53770.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=14570050209508604760","013-222 0213","4.80","4.80"
"Masjid Guar Kepayang Pendang","Kedah","Pendang","heritage","Masjid Guar Kepayang Pendang is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.3/5 from about 48 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","06700 Pendang, Kedah, Malaysia","6.0223413","100.5059257","0.00","","uploads/places/google_bulk_masjid_guar_kepayang_pendang_kedah_pendang_b22e099c63.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/pages/Masjid-Kariah-Guar-Kepayang/214462332472040","012-111 1234","4.30","4.30"
"Wat Ratchadakhiri at Bukit Perak","Kedah","Pendang","heritage","Wat Ratchadakhiri at Bukit Perak is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around Wat Bukit Perak, Kampung Dato Syed Ahmad, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 15 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Wat Bukit Perak, Kampung Dato Syed Ahmad, 06700 Pendang, Kedah, Malaysia","5.9223524","100.6366633","0.00","Monday: 7:00 AM - 7:00 PM | Tuesday: 7:00 AM - 7:00 PM | Wednesday: 7:00 AM - 7:00 PM | Thursday: 7:00 AM - 7:00 PM | Friday: 7:00 AM - 7:00 PM | Saturday: 7:00 AM - 7:00 PM | Sunday: 7:00 AM - 7:00 PM","uploads/places/google_bulk_wat_ratchadakhiri_at_bukit_perak_kedah_pendang_e6bb1e61e5.jpg","1","90","","","","0","Morning or afternoon","1","https://maps.google.com/?cid=16610954243857382283","017-774 1925","4.60","4.60"
"Jamek Al-Lutfi Mosque","Kedah","Pendang","heritage","Jamek Al-Lutfi Mosque is a heritage stop in Pendang, Kedah, useful for religious, architectural, or historical heritage. It is located around 177, Jln Sungai Tiang, Kampung Tok Busah, 06700 Pendang, Kedah, Malaysia. Google Places shows a rating context of 4.6/5 from about 62 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","177, Jln Sungai Tiang, Kampung Tok Busah, 06700 Pendang, Kedah, Malaysia","5.9839151","100.4888438","0.00","","uploads/places/google_bulk_jamek_al_lutfi_mosque_kedah_pendang_073f575296.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/pages/Masjid-Jamek-Al-Lutfi-Kariah-Batu-Hampar/254729705240184?ref=nearby_places","","4.60","4.60"
"Cultural Centre","Kelantan","Kota Bharu","culture","Cultural Centre is a culture stop in Kota Bharu, Kelantan, useful for local cultural exploration. It is located around Jln Mahmood, Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.0/5 from about 140 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jln Mahmood, Bandar Kota Bharu, 15200 Kota Bharu, Kelantan, Malaysia","6.1223616","102.2409879","0.00","Monday: 8:00 AM - 5:00 PM | Tuesday: 8:00 AM - 5:00 PM | Wednesday: 8:00 AM - 5:00 PM | Thursday: 8:00 AM - 3:00 PM | Friday: Closed | Saturday: Closed | Sunday: 8:00 AM - 5:00 PM","uploads/places/google_bulk_cultural_centre_kelantan_kota_bharu_0a250212b6.jpg","1","90","","","","0","Morning or afternoon","0","http://tic.kelantan.gov.my/","09-748 3543","4.00","4.00"
"Kelantan State Museum","Kelantan","Kota Bharu","museum","Kelantan State Museum is a museum stop in Kota Bharu, Kelantan, useful for history, exhibits, and educational visits. It is located around Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 3.9/5 from about 575 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Hospital, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia","6.124954","102.2382817","10.00","Monday: 8:30 AM - 4:45 PM | Tuesday: 8:30 AM - 4:45 PM | Wednesday: 8:30 AM - 4:45 PM | Thursday: 8:30 AM - 4:45 PM | Friday: Closed | Saturday: 8:30 AM - 4:45 PM | Sunday: 8:30 AM - 4:45 PM","uploads/places/google_bulk_kelantan_state_museum_kelantan_kota_bharu_2ee4097ae2.jpg","1","90","","","","0","Morning or afternoon","0","http://muzium.kelantan.gov.my/","09-748 2266","3.90","3.90"
"Istana Jahar","Kelantan","Kota Bharu","museum","Istana Jahar is a museum stop in Kota Bharu, Kelantan, useful for history, exhibits, and educational visits. It is located around Jalan Sultan, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.2/5 from about 633 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Sultan, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia","6.1315565","102.2371368","5.00","Monday: 8:30 AM - 4:45 PM | Tuesday: 8:30 AM - 4:45 PM | Wednesday: 8:30 AM - 4:45 PM | Thursday: 8:30 AM - 4:45 PM | Friday: Closed | Saturday: 8:30 AM - 4:45 PM | Sunday: 8:30 AM - 4:45 PM","uploads/places/google_bulk_istana_jahar_kelantan_kota_bharu_cd06837217.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=10099704239581152446","09-748 4477","4.20","4.20"
"Kampung Laut Cultural Heritage Site","Kelantan","Kota Bharu","culture","Kampung Laut Cultural Heritage Site is a culture stop in Kota Bharu, Kelantan, useful for local cultural exploration. It is located around 448, Kampong Laut 1, 16040 Tumpat, Kelantan, Malaysia. Google Places shows a rating context of 4.7/5 from about 775 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","448, Kampong Laut 1, 16040 Tumpat, Kelantan, Malaysia","6.1543854","102.2308399","0.00","","uploads/places/google_bulk_kampung_laut_cultural_heritage_site_kelantan_kota_bharu_7c0e76f8cd.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=3109660905908184470","","4.70","4.70"
"Al-Quran Rehal Park, Kota Bharu, Kelantan.","Kelantan","Kota Bharu","culture","Al-Quran Rehal Park, Kota Bharu, Kelantan. is a culture stop in Kota Bharu, Kelantan, useful for local cultural exploration. It is located around Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.5/5 from about 394 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia","6.1310568","102.2369614","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_al_quran_rehal_park_kota_bharu_kelantan_kelantan_kota_bharu_8148d5638d.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=7651338343467555974","","4.50","4.50"
"Menara Tinjau Tambatan Diraja","Kelantan","Kota Bharu","culture","Menara Tinjau Tambatan Diraja is a culture stop in Kota Bharu, Kelantan, useful for local cultural exploration. It is located around Jalan Sultan, Bandar Kota Bharu, 15400 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.1/5 from about 351 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Sultan, Bandar Kota Bharu, 15400 Kota Bharu, Kelantan, Malaysia","6.1317229","102.2343124","0.00","Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours","uploads/places/google_bulk_menara_tinjau_tambatan_diraja_kelantan_kota_bharu_673930d33c.jpg","1","90","","","","0","Morning or afternoon","0","https://m.facebook.com/kbbri/photos/a.10150968319598340/502030078339/?type=3","09-748 4477","4.10","4.10"
"Muzium Diraja Istana Batu","Kelantan","Kota Bharu","museum","Muzium Diraja Istana Batu is a museum stop in Kota Bharu, Kelantan, useful for history, exhibits, and educational visits. It is located around Jalan Tengku Puteri, 15300, Kota Bharu, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.3/5 from about 88 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Tengku Puteri, 15300, Kota Bharu, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia","6.1321015","102.2373202","5.00","Monday: 8:30 AM - 4:45 PM | Tuesday: 8:30 AM - 4:45 PM | Wednesday: 8:30 AM - 4:45 PM | Thursday: 8:30 AM - 3:30 PM | Friday: Closed | Saturday: 8:30 AM - 4:45 PM | Sunday: 8:30 AM - 4:45 PM","uploads/places/google_bulk_muzium_diraja_istana_batu_kelantan_kota_bharu_8e6ea768bf.jpg","1","90","","","","0","Morning or afternoon","0","http://www.jmm.gov.my/ms/istana-batu-royal-museum","09-748 4477","4.30","4.30"
"Padang Merdeka ڤادڠ مرديک","Kelantan","Kota Bharu","culture","Padang Merdeka ڤادڠ مرديک is a culture stop in Kota Bharu, Kelantan, useful for local cultural exploration. It is located around Jalan Sultan, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.3/5 from about 73 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Sultan, Bandar Kota Bharu, 15000 Kota Bharu, Kelantan, Malaysia","6.1313685","102.235678","0.00","Monday: 9:00 AM - 6:00 PM | Tuesday: 9:00 AM - 6:00 PM | Wednesday: 9:00 AM - 6:00 PM | Thursday: 9:00 AM - 6:00 PM | Friday: Closed | Saturday: 9:00 AM - 6:00 PM | Sunday: 9:00 AM - 6:00 PM","uploads/places/google_bulk_padang_merdeka_kelantan_kota_bharu_4815b6f433.jpg","1","90","","","","0","Morning or afternoon","0","https://maps.google.com/?cid=5682870830193918481","","4.30","4.30"
"Mek Tin Hin Kong Temple","Kelantan","Kota Bharu","heritage","Mek Tin Hin Kong Temple is a heritage stop in Kota Bharu, Kelantan, useful for religious, architectural, or historical heritage. It is located around Jalan Kampung Cina, Bandar Kota Bharu, 15300 Kota Bharu, Kelantan, Malaysia. Google Places shows a rating context of 4.5/5 from about 344 user review(s). It helps diversify district-level itinerary planning so routes are not concentrated only in major city centres. Travellers should verify current opening hours before visiting.","Jalan Kampung Cina, Bandar Kota Bharu, 15300 Kota Bharu, Kelantan, Malaysia","6.143678","102.2353467","0.00","Monday: 7:00 AM - 5:00 PM | Tuesday: 7:00 AM - 5:00 PM | Wednesday: 7:00 AM - 5:00 PM | Thursday: 7:00 AM - 5:00 PM | Friday: 7:00 AM - 5:00 PM | Saturday: 7:00 AM - 5:00 PM | Sunday: 7:00 AM - 5:00 PM","uploads/places/google_bulk_mek_tin_hin_kong_temple_kelantan_kota_bharu_021f4a2331.jpg","1","90","","","","0","Morning or afternoon","1","https://m.facebook.com/pages/%E5%94%90%E4%BA%BA%E5%9D%A1%E9%95%87%E5%85%B4%E5%AE%AB%E5%A6%88%E7%A5%96%E5%BA%99/307090879337973?rf=302092679807498","09-748 4477","4.50","4.50"
